"Process.Instance";"Activity.Name";"Arrival";"Start";"Complete";"Resources";"Batch.Number";"Cluster.Id";"Batch.Type";"Natural.Arrival.Time"
2;"F";"2018-08-17 11:17:28";"2018-08-17 11:17:28";"2018-08-17 11:20:19";"WorkerF_#0";NA;"";"";""
2;"G";"2018-08-17 11:20:19";"2018-08-17 11:20:19";"2018-08-17 11:23:10";"WorkerG_#0";NA;"";"";""
2;"H";"2018-08-17 11:23:10";"2018-08-17 11:23:10";"2018-08-17 11:25:33";"WorkerH_#1";NA;"";"";""
3;"A";"2018-08-17 10:48:15";"2018-08-17 10:48:15";"2018-08-17 10:54:07";"WorkerA_#0";NA;"";"";""
3;"B";"2018-08-17 10:54:07";"2018-08-17 10:54:07";"2018-08-17 10:57:59";"WorkerB_#0";NA;"";"";""
3;"Batch Activity";"2018-08-17 10:57:58";"2018-08-17 10:57:58";"2018-08-17 11:15:05";"";1;"BatchSubProcess";"CONCURRENT_TASKBASED";""
3;"C";"2018-08-17 11:07:12";"2018-08-17 11:07:12";"2018-08-17 11:12:05";"WorkerC_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 10:57:58"
3;"D";"2018-08-17 11:09:12";"2018-08-17 11:09:12";"2018-08-17 11:15:05";"WorkerD_#0";1;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 10:57:58"
3;"E";"2018-08-17 11:15:05";"2018-08-17 11:17:28";"2018-08-17 11:20:20";"WorkerE_#1";NA;"";"";""
3;"F";"2018-08-17 11:20:20";"2018-08-17 11:20:20";"2018-08-17 11:23:12";"WorkerF_#0";NA;"";"";""
3;"G";"2018-08-17 11:23:12";"2018-08-17 11:23:12";"2018-08-17 11:26:04";"WorkerG_#1";NA;"";"";""
3;"H";"2018-08-17 11:26:04";"2018-08-17 11:26:04";"2018-08-17 11:28:56";"WorkerH_#0";NA;"";"";""
4;"A";"2018-08-17 11:00:07";"2018-08-17 11:00:07";"2018-08-17 11:04:16";"WorkerA_#1";NA;"";"";""
4;"B";"2018-08-17 11:04:16";"2018-08-17 11:04:16";"2018-08-17 11:06:25";"WorkerB_#1";NA;"";"";""
4;"Batch Activity";"2018-08-17 11:06:24";"2018-08-17 11:27:00";"2018-08-17 11:39:46";"";2;"BatchSubProcess";"CONCURRENT_TASKBASED";""
4;"C";"2018-08-17 11:27:00";"2018-08-17 11:27:00";"2018-08-17 11:30:10";"WorkerC_#1";2;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:06:24"
4;"D";"2018-08-17 11:27:00";"2018-08-17 11:27:00";"2018-08-17 11:31:10";"WorkerD_#1";2;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:27:00"
4;"E";"2018-08-17 11:39:46";"2018-08-17 11:39:46";"2018-08-17 11:40:55";"WorkerE_#0";NA;"";"";""
4;"F";"2018-08-17 11:40:55";"2018-08-17 11:40:55";"2018-08-17 11:42:04";"WorkerF_#1";NA;"";"";""
4;"G";"2018-08-17 11:42:04";"2018-08-17 11:42:04";"2018-08-17 11:43:13";"WorkerG_#0";NA;"";"";""
4;"H";"2018-08-17 11:43:13";"2018-08-17 11:43:13";"2018-08-17 11:44:22";"WorkerH_#1";NA;"";"";""
5;"A";"2018-08-17 11:10:16";"2018-08-17 11:10:16";"2018-08-17 11:14:43";"WorkerA_#0";NA;"";"";""
5;"B";"2018-08-17 11:14:43";"2018-08-17 11:14:43";"2018-08-17 11:17:10";"WorkerB_#0";NA;"";"";""
5;"Batch Activity";"2018-08-17 11:17:09";"2018-08-17 11:27:00";"2018-08-17 11:39:46";"";2;"BatchSubProcess";"CONCURRENT_TASKBASED";""
5;"C";"2018-08-17 11:30:09";"2018-08-17 11:30:09";"2018-08-17 11:33:37";"WorkerC_#1";2;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:17:09"
5;"D";"2018-08-17 11:31:09";"2018-08-17 11:31:09";"2018-08-17 11:35:37";"WorkerD_#1";2;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:27:00"
5;"E";"2018-08-17 11:39:46";"2018-08-17 11:39:46";"2018-08-17 11:41:13";"WorkerE_#1";NA;"";"";""
5;"F";"2018-08-17 11:41:13";"2018-08-17 11:41:13";"2018-08-17 11:42:40";"WorkerF_#0";NA;"";"";""
5;"G";"2018-08-17 11:42:40";"2018-08-17 11:42:40";"2018-08-17 11:44:07";"WorkerG_#1";NA;"";"";""
5;"H";"2018-08-17 11:44:07";"2018-08-17 11:44:07";"2018-08-17 11:45:34";"WorkerH_#0";NA;"";"";""
6;"A";"2018-08-17 11:20:43";"2018-08-17 11:20:43";"2018-08-17 11:24:52";"WorkerA_#1";NA;"";"";""
6;"B";"2018-08-17 11:24:52";"2018-08-17 11:24:52";"2018-08-17 11:27:01";"WorkerB_#1";NA;"";"";""
6;"Batch Activity";"2018-08-17 11:27:00";"2018-08-17 11:27:00";"2018-08-17 11:39:46";"";2;"BatchSubProcess";"CONCURRENT_TASKBASED";""
6;"C";"2018-08-17 11:33:36";"2018-08-17 11:33:36";"2018-08-17 11:36:46";"WorkerC_#1";2;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:27:00"
6;"D";"2018-08-17 11:35:36";"2018-08-17 11:35:36";"2018-08-17 11:39:46";"WorkerD_#1";2;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:27:00"
6;"E";"2018-08-17 11:39:46";"2018-08-17 11:40:55";"2018-08-17 11:42:04";"WorkerE_#0";NA;"";"";""
6;"F";"2018-08-17 11:42:04";"2018-08-17 11:42:04";"2018-08-17 11:43:13";"WorkerF_#1";NA;"";"";""
6;"G";"2018-08-17 11:43:13";"2018-08-17 11:43:13";"2018-08-17 11:44:22";"WorkerG_#0";NA;"";"";""
6;"H";"2018-08-17 11:44:22";"2018-08-17 11:44:22";"2018-08-17 11:45:31";"WorkerH_#1";NA;"";"";""
7;"A";"2018-08-17 11:30:52";"2018-08-17 11:30:52";"2018-08-17 11:36:48";"WorkerA_#0";NA;"";"";""
7;"B";"2018-08-17 11:36:48";"2018-08-17 11:36:48";"2018-08-17 11:40:44";"WorkerB_#0";NA;"";"";""
7;"Batch Activity";"2018-08-17 11:40:43";"2018-08-17 12:03:12";"2018-08-17 12:19:39";"";3;"BatchSubProcess";"CONCURRENT_TASKBASED";""
7;"C";"2018-08-17 12:03:12";"2018-08-17 12:03:12";"2018-08-17 12:08:09";"WorkerC_#0";3;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:40:43"
7;"D";"2018-08-17 12:03:12";"2018-08-17 12:03:12";"2018-08-17 12:09:09";"WorkerD_#0";3;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:03:12"
7;"E";"2018-08-17 12:19:39";"2018-08-17 12:19:39";"2018-08-17 12:22:35";"WorkerE_#1";NA;"";"";""
7;"F";"2018-08-17 12:22:35";"2018-08-17 12:22:35";"2018-08-17 12:24:10";"WorkerF_#1";NA;"";"";""
7;"G";"2018-08-17 12:24:10";"2018-08-17 12:24:10";"2018-08-17 12:25:45";"WorkerG_#0";NA;"";"";""
7;"H";"2018-08-17 12:25:45";"2018-08-17 12:25:45";"2018-08-17 12:28:41";"WorkerH_#1";NA;"";"";""
8;"A";"2018-08-17 11:42:48";"2018-08-17 11:42:48";"2018-08-17 11:47:23";"WorkerA_#1";NA;"";"";""
8;"B";"2018-08-17 11:47:23";"2018-08-17 11:47:23";"2018-08-17 11:49:58";"WorkerB_#1";NA;"";"";""
8;"Batch Activity";"2018-08-17 11:49:57";"2018-08-17 12:03:12";"2018-08-17 12:19:39";"";3;"BatchSubProcess";"CONCURRENT_TASKBASED";""
8;"C";"2018-08-17 12:08:08";"2018-08-17 12:08:08";"2018-08-17 12:11:44";"WorkerC_#0";3;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:49:57"
8;"D";"2018-08-17 12:09:08";"2018-08-17 12:09:08";"2018-08-17 12:13:44";"WorkerD_#0";3;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:03:12"
8;"E";"2018-08-17 12:19:39";"2018-08-17 12:19:39";"2018-08-17 12:21:14";"WorkerE_#0";NA;"";"";""
8;"F";"2018-08-17 12:21:14";"2018-08-17 12:21:14";"2018-08-17 12:24:10";"WorkerF_#0";NA;"";"";""
8;"G";"2018-08-17 12:24:10";"2018-08-17 12:24:10";"2018-08-17 12:27:06";"WorkerG_#1";NA;"";"";""
8;"H";"2018-08-17 12:27:06";"2018-08-17 12:27:06";"2018-08-17 12:28:41";"WorkerH_#0";NA;"";"";""
9;"A";"2018-08-17 11:53:23";"2018-08-17 11:53:23";"2018-08-17 11:59:18";"WorkerA_#0";NA;"";"";""
9;"B";"2018-08-17 11:59:18";"2018-08-17 11:59:18";"2018-08-17 12:03:13";"WorkerB_#0";NA;"";"";""
9;"Batch Activity";"2018-08-17 12:03:12";"2018-08-17 12:03:12";"2018-08-17 12:19:39";"";3;"BatchSubProcess";"CONCURRENT_TASKBASED";""
9;"C";"2018-08-17 12:11:43";"2018-08-17 12:11:43";"2018-08-17 12:16:39";"WorkerC_#0";3;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:03:12"
9;"D";"2018-08-17 12:13:43";"2018-08-17 12:13:43";"2018-08-17 12:19:39";"WorkerD_#0";3;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:03:12"
9;"E";"2018-08-17 12:19:39";"2018-08-17 12:21:14";"2018-08-17 12:24:09";"WorkerE_#0";NA;"";"";""
9;"F";"2018-08-17 12:24:09";"2018-08-17 12:24:10";"2018-08-17 12:27:05";"WorkerF_#0";NA;"";"";""
9;"G";"2018-08-17 12:27:05";"2018-08-17 12:27:05";"2018-08-17 12:30:00";"WorkerG_#0";NA;"";"";""
9;"H";"2018-08-17 12:30:00";"2018-08-17 12:30:00";"2018-08-17 12:32:55";"WorkerH_#1";NA;"";"";""
10;"A";"2018-08-17 12:05:18";"2018-08-17 12:05:18";"2018-08-17 12:09:33";"WorkerA_#1";NA;"";"";""
10;"B";"2018-08-17 12:09:33";"2018-08-17 12:09:33";"2018-08-17 12:11:48";"WorkerB_#1";NA;"";"";""
10;"Batch Activity";"2018-08-17 12:11:47";"2018-08-17 12:34:30";"2018-08-17 12:48:39";"";4;"BatchSubProcess";"CONCURRENT_TASKBASED";""
10;"C";"2018-08-17 12:34:30";"2018-08-17 12:34:30";"2018-08-17 12:37:46";"WorkerC_#1";4;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:11:47"
10;"D";"2018-08-17 12:34:30";"2018-08-17 12:34:30";"2018-08-17 12:38:46";"WorkerD_#1";4;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:34:30"
10;"E";"2018-08-17 12:48:39";"2018-08-17 12:48:39";"2018-08-17 12:49:54";"WorkerE_#1";NA;"";"";""
10;"F";"2018-08-17 12:49:54";"2018-08-17 12:49:54";"2018-08-17 12:51:09";"WorkerF_#1";NA;"";"";""
10;"G";"2018-08-17 12:51:09";"2018-08-17 12:51:09";"2018-08-17 12:52:24";"WorkerG_#1";NA;"";"";""
10;"H";"2018-08-17 12:52:24";"2018-08-17 12:52:24";"2018-08-17 12:53:39";"WorkerH_#0";NA;"";"";""
11;"A";"2018-08-17 12:15:33";"2018-08-17 12:15:33";"2018-08-17 12:20:21";"WorkerA_#0";NA;"";"";""
11;"B";"2018-08-17 12:20:21";"2018-08-17 12:20:21";"2018-08-17 12:23:09";"WorkerB_#0";NA;"";"";""
11;"Batch Activity";"2018-08-17 12:23:08";"2018-08-17 12:34:30";"2018-08-17 12:48:39";"";4;"BatchSubProcess";"CONCURRENT_TASKBASED";""
11;"C";"2018-08-17 12:37:45";"2018-08-17 12:37:45";"2018-08-17 12:41:34";"WorkerC_#1";4;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:23:08"
11;"D";"2018-08-17 12:38:45";"2018-08-17 12:38:45";"2018-08-17 12:43:34";"WorkerD_#1";4;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:34:30"
11;"E";"2018-08-17 12:48:39";"2018-08-17 12:48:39";"2018-08-17 12:50:27";"WorkerE_#0";NA;"";"";""
11;"F";"2018-08-17 12:50:27";"2018-08-17 12:50:27";"2018-08-17 12:52:15";"WorkerF_#0";NA;"";"";""
11;"G";"2018-08-17 12:52:15";"2018-08-17 12:52:15";"2018-08-17 12:54:03";"WorkerG_#0";NA;"";"";""
11;"H";"2018-08-17 12:54:03";"2018-08-17 12:54:03";"2018-08-17 12:55:51";"WorkerH_#1";NA;"";"";""
12;"A";"2018-08-17 12:26:21";"2018-08-17 12:26:21";"2018-08-17 12:31:26";"WorkerA_#1";NA;"";"";""
12;"B";"2018-08-17 12:31:26";"2018-08-17 12:31:26";"2018-08-17 12:34:31";"WorkerB_#1";NA;"";"";""
12;"Batch Activity";"2018-08-17 12:34:30";"2018-08-17 12:34:30";"2018-08-17 12:48:39";"";4;"BatchSubProcess";"CONCURRENT_TASKBASED";""
12;"C";"2018-08-17 12:41:33";"2018-08-17 12:41:33";"2018-08-17 12:45:39";"WorkerC_#1";4;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:34:30"
12;"D";"2018-08-17 12:43:33";"2018-08-17 12:43:33";"2018-08-17 12:48:39";"WorkerD_#1";4;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:34:30"
12;"E";"2018-08-17 12:48:39";"2018-08-17 12:49:54";"2018-08-17 12:51:59";"WorkerE_#1";NA;"";"";""
12;"F";"2018-08-17 12:51:59";"2018-08-17 12:51:59";"2018-08-17 12:54:04";"WorkerF_#1";NA;"";"";""
12;"G";"2018-08-17 12:54:04";"2018-08-17 12:54:04";"2018-08-17 12:56:09";"WorkerG_#1";NA;"";"";""
12;"H";"2018-08-17 12:56:09";"2018-08-17 12:56:09";"2018-08-17 12:58:14";"WorkerH_#0";NA;"";"";""
13;"A";"2018-08-17 12:37:26";"2018-08-17 12:37:26";"2018-08-17 12:43:06";"WorkerA_#0";NA;"";"";""
13;"B";"2018-08-17 12:43:06";"2018-08-17 12:43:06";"2018-08-17 12:46:46";"WorkerB_#0";NA;"";"";""
13;"Batch Activity";"2018-08-17 12:46:45";"2018-08-17 13:09:50";"2018-08-17 13:26:39";"";5;"BatchSubProcess";"CONCURRENT_TASKBASED";""
13;"C";"2018-08-17 13:09:50";"2018-08-17 13:09:50";"2018-08-17 13:14:31";"WorkerC_#0";5;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:46:45"
13;"D";"2018-08-17 13:09:50";"2018-08-17 13:09:50";"2018-08-17 13:15:31";"WorkerD_#0";5;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:09:50"
13;"E";"2018-08-17 13:26:39";"2018-08-17 13:26:39";"2018-08-17 13:29:19";"WorkerE_#0";NA;"";"";""
13;"F";"2018-08-17 13:29:19";"2018-08-17 13:29:19";"2018-08-17 13:31:50";"WorkerF_#1";NA;"";"";""
13;"G";"2018-08-17 13:31:50";"2018-08-17 13:31:50";"2018-08-17 13:34:21";"WorkerG_#1";NA;"";"";""
13;"H";"2018-08-17 13:34:21";"2018-08-17 13:34:21";"2018-08-17 13:37:01";"WorkerH_#1";NA;"";"";""
14;"A";"2018-08-17 12:49:06";"2018-08-17 12:49:06";"2018-08-17 12:54:37";"WorkerA_#1";NA;"";"";""
14;"B";"2018-08-17 12:54:37";"2018-08-17 12:54:37";"2018-08-17 12:58:08";"WorkerB_#1";NA;"";"";""
14;"Batch Activity";"2018-08-17 12:58:07";"2018-08-17 13:09:50";"2018-08-17 13:26:39";"";5;"BatchSubProcess";"CONCURRENT_TASKBASED";""
14;"C";"2018-08-17 13:14:30";"2018-08-17 13:14:30";"2018-08-17 13:19:02";"WorkerC_#0";5;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:58:07"
14;"D";"2018-08-17 13:15:30";"2018-08-17 13:15:30";"2018-08-17 13:21:02";"WorkerD_#0";5;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:09:50"
14;"E";"2018-08-17 13:26:39";"2018-08-17 13:26:39";"2018-08-17 13:29:10";"WorkerE_#1";NA;"";"";""
14;"F";"2018-08-17 13:29:10";"2018-08-17 13:29:10";"2018-08-17 13:31:50";"WorkerF_#0";NA;"";"";""
14;"G";"2018-08-17 13:31:50";"2018-08-17 13:31:50";"2018-08-17 13:34:30";"WorkerG_#0";NA;"";"";""
14;"H";"2018-08-17 13:34:30";"2018-08-17 13:34:30";"2018-08-17 13:37:01";"WorkerH_#0";NA;"";"";""
15;"A";"2018-08-17 13:00:37";"2018-08-17 13:00:37";"2018-08-17 13:06:14";"WorkerA_#0";NA;"";"";""
15;"B";"2018-08-17 13:06:14";"2018-08-17 13:06:14";"2018-08-17 13:09:51";"WorkerB_#0";NA;"";"";""
15;"Batch Activity";"2018-08-17 13:09:50";"2018-08-17 13:09:50";"2018-08-17 13:26:39";"";5;"BatchSubProcess";"CONCURRENT_TASKBASED";""
15;"C";"2018-08-17 13:19:01";"2018-08-17 13:19:01";"2018-08-17 13:23:39";"WorkerC_#0";5;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:09:50"
15;"D";"2018-08-17 13:21:01";"2018-08-17 13:21:01";"2018-08-17 13:26:39";"WorkerD_#0";5;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:09:50"
15;"E";"2018-08-17 13:26:39";"2018-08-17 13:29:10";"2018-08-17 13:31:47";"WorkerE_#1";NA;"";"";""
15;"F";"2018-08-17 13:31:47";"2018-08-17 13:31:50";"2018-08-17 13:34:27";"WorkerF_#0";NA;"";"";""
15;"G";"2018-08-17 13:34:27";"2018-08-17 13:34:27";"2018-08-17 13:37:04";"WorkerG_#1";NA;"";"";""
15;"H";"2018-08-17 13:37:04";"2018-08-17 13:37:04";"2018-08-17 13:39:41";"WorkerH_#1";NA;"";"";""
16;"A";"2018-08-17 13:12:14";"2018-08-17 13:12:14";"2018-08-17 13:16:17";"WorkerA_#1";NA;"";"";""
16;"B";"2018-08-17 13:16:17";"2018-08-17 13:16:17";"2018-08-17 13:18:20";"WorkerB_#1";NA;"";"";""
16;"Batch Activity";"2018-08-17 13:18:19";"2018-08-17 13:41:52";"2018-08-17 13:56:40";"";6;"BatchSubProcess";"CONCURRENT_TASKBASED";""
16;"C";"2018-08-17 13:41:52";"2018-08-17 13:41:52";"2018-08-17 13:44:56";"WorkerC_#1";6;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:18:19"
16;"D";"2018-08-17 13:41:52";"2018-08-17 13:41:52";"2018-08-17 13:45:56";"WorkerD_#1";6;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:41:52"
16;"E";"2018-08-17 13:56:40";"2018-08-17 13:56:40";"2018-08-17 13:57:43";"WorkerE_#0";NA;"";"";""
16;"F";"2018-08-17 13:57:43";"2018-08-17 13:57:43";"2018-08-17 13:58:46";"WorkerF_#1";NA;"";"";""
16;"G";"2018-08-17 13:58:46";"2018-08-17 13:58:46";"2018-08-17 13:59:49";"WorkerG_#0";NA;"";"";""
16;"H";"2018-08-17 13:59:49";"2018-08-17 13:59:49";"2018-08-17 14:00:52";"WorkerH_#0";NA;"";"";""
17;"A";"2018-08-17 13:22:17";"2018-08-17 13:22:17";"2018-08-17 13:28:09";"WorkerA_#0";NA;"";"";""
17;"B";"2018-08-17 13:28:09";"2018-08-17 13:28:09";"2018-08-17 13:32:01";"WorkerB_#0";NA;"";"";""
17;"Batch Activity";"2018-08-17 13:32:00";"2018-08-17 13:41:52";"2018-08-17 13:56:40";"";6;"BatchSubProcess";"CONCURRENT_TASKBASED";""
17;"C";"2018-08-17 13:44:55";"2018-08-17 13:44:55";"2018-08-17 13:49:48";"WorkerC_#1";6;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:32:00"
17;"D";"2018-08-17 13:45:55";"2018-08-17 13:45:55";"2018-08-17 13:51:48";"WorkerD_#1";6;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:41:52"
17;"E";"2018-08-17 13:56:40";"2018-08-17 13:56:40";"2018-08-17 13:59:32";"WorkerE_#1";NA;"";"";""
17;"F";"2018-08-17 13:59:32";"2018-08-17 13:59:32";"2018-08-17 14:02:24";"WorkerF_#0";NA;"";"";""
17;"G";"2018-08-17 14:02:24";"2018-08-17 14:02:24";"2018-08-17 14:04:16";"WorkerG_#0";NA;"";"";""
17;"H";"2018-08-17 14:04:16";"2018-08-17 14:04:16";"2018-08-17 14:07:08";"WorkerH_#1";NA;"";"";""
18;"A";"2018-08-17 13:34:09";"2018-08-17 13:34:09";"2018-08-17 13:39:01";"WorkerA_#1";NA;"";"";""
18;"B";"2018-08-17 13:39:01";"2018-08-17 13:39:01";"2018-08-17 13:41:53";"WorkerB_#1";NA;"";"";""
18;"Batch Activity";"2018-08-17 13:41:52";"2018-08-17 13:41:52";"2018-08-17 13:56:40";"";6;"BatchSubProcess";"CONCURRENT_TASKBASED";""
18;"C";"2018-08-17 13:49:47";"2018-08-17 13:49:47";"2018-08-17 13:53:40";"WorkerC_#1";6;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:41:52"
18;"D";"2018-08-17 13:51:47";"2018-08-17 13:51:47";"2018-08-17 13:56:40";"WorkerD_#1";6;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:41:52"
18;"E";"2018-08-17 13:56:40";"2018-08-17 13:57:43";"2018-08-17 13:59:35";"WorkerE_#0";NA;"";"";""
18;"F";"2018-08-17 13:59:35";"2018-08-17 13:59:35";"2018-08-17 14:01:27";"WorkerF_#1";NA;"";"";""
18;"G";"2018-08-17 14:01:27";"2018-08-17 14:01:27";"2018-08-17 14:04:19";"WorkerG_#1";NA;"";"";""
18;"H";"2018-08-17 14:04:19";"2018-08-17 14:04:19";"2018-08-17 14:06:11";"WorkerH_#0";NA;"";"";""
19;"A";"2018-08-17 13:45:01";"2018-08-17 13:45:01";"2018-08-17 13:50:41";"WorkerA_#0";NA;"";"";""
19;"B";"2018-08-17 13:50:41";"2018-08-17 13:50:41";"2018-08-17 13:54:21";"WorkerB_#0";NA;"";"";""
19;"Batch Activity";"2018-08-17 13:54:20";"2018-08-17 14:15:39";"2018-08-17 14:31:01";"";7;"BatchSubProcess";"CONCURRENT_TASKBASED";""
19;"C";"2018-08-17 14:15:39";"2018-08-17 14:15:39";"2018-08-17 14:20:20";"WorkerC_#0";7;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:54:20"
19;"D";"2018-08-17 14:15:39";"2018-08-17 14:15:39";"2018-08-17 14:21:20";"WorkerD_#0";7;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 14:15:39"
19;"E";"2018-08-17 14:31:01";"2018-08-17 14:31:01";"2018-08-17 14:33:41";"WorkerE_#1";NA;"";"";""
19;"F";"2018-08-17 14:33:41";"2018-08-17 14:33:41";"2018-08-17 14:35:04";"WorkerF_#0";NA;"";"";""
19;"G";"2018-08-17 14:35:04";"2018-08-17 14:35:04";"2018-08-17 14:36:27";"WorkerG_#1";NA;"";"";""
19;"H";"2018-08-17 14:36:27";"2018-08-17 14:36:27";"2018-08-17 14:39:07";"WorkerH_#0";NA;"";"";""
20;"A";"2018-08-17 13:56:41";"2018-08-17 13:56:41";"2018-08-17 14:01:04";"WorkerA_#1";NA;"";"";""
20;"B";"2018-08-17 14:01:04";"2018-08-17 14:01:04";"2018-08-17 14:03:27";"WorkerB_#1";NA;"";"";""
20;"Batch Activity";"2018-08-17 14:03:26";"2018-08-17 14:15:39";"2018-08-17 14:31:01";"";7;"BatchSubProcess";"CONCURRENT_TASKBASED";""
20;"C";"2018-08-17 14:20:19";"2018-08-17 14:20:19";"2018-08-17 14:23:43";"WorkerC_#0";7;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 14:03:26"
20;"D";"2018-08-17 14:21:19";"2018-08-17 14:21:19";"2018-08-17 14:25:43";"WorkerD_#0";7;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 14:15:39"
20;"E";"2018-08-17 14:31:01";"2018-08-17 14:31:01";"2018-08-17 14:32:24";"WorkerE_#0";NA;"";"";""
20;"F";"2018-08-17 14:32:24";"2018-08-17 14:32:24";"2018-08-17 14:35:04";"WorkerF_#1";NA;"";"";""
20;"G";"2018-08-17 14:35:04";"2018-08-17 14:35:04";"2018-08-17 14:37:44";"WorkerG_#0";NA;"";"";""
20;"H";"2018-08-17 14:37:44";"2018-08-17 14:37:44";"2018-08-17 14:39:07";"WorkerH_#1";NA;"";"";""
21;"A";"2018-08-17 14:07:04";"2018-08-17 14:07:04";"2018-08-17 14:12:22";"WorkerA_#0";NA;"";"";""
21;"B";"2018-08-17 14:12:22";"2018-08-17 14:12:22";"2018-08-17 14:15:40";"WorkerB_#0";NA;"";"";""
21;"Batch Activity";"2018-08-17 14:15:39";"2018-08-17 14:15:39";"2018-08-17 14:31:01";"";7;"BatchSubProcess";"CONCURRENT_TASKBASED";""
