"Process.Instance";"Activity.Name";"Arrival";"Start";"Complete";"Resources";"Batch.Number";"Cluster.Id";"Batch.Type";"Natural.Arrival.Time"
3;"E";"2018-08-17 11:11:37";"2018-08-17 11:13:23";"2018-08-17 11:16:13";"WorkerE_#1";NA;"";"";""
3;"F";"2018-08-17 11:16:13";"2018-08-17 11:16:13";"2018-08-17 11:19:03";"WorkerF_#0";NA;"";"";""
3;"G";"2018-08-17 11:19:03";"2018-08-17 11:19:03";"2018-08-17 11:21:53";"WorkerG_#1";NA;"";"";""
3;"H";"2018-08-17 11:21:53";"2018-08-17 11:21:53";"2018-08-17 11:24:43";"WorkerH_#0";NA;"";"";""
4;"A";"2018-08-17 10:58:24";"2018-08-17 10:58:24";"2018-08-17 11:03:23";"WorkerA_#1";NA;"";"";""
4;"B";"2018-08-17 11:03:23";"2018-08-17 11:03:23";"2018-08-17 11:06:22";"WorkerB_#1";NA;"";"";""
4;"Batch Activity";"2018-08-17 11:06:21";"2018-08-17 11:26:54";"2018-08-17 11:40:45";"";2;"BatchSubProcess";"CONCURRENT_TASKBASED";""
4;"D";"2018-08-17 11:26:54";"2018-08-17 11:26:54";"2018-08-17 11:31:54";"WorkerD_#1";2;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:06:21"
4;"E";"2018-08-17 11:40:45";"2018-08-17 11:40:45";"2018-08-17 11:42:44";"WorkerE_#0";NA;"";"";""
4;"F";"2018-08-17 11:42:44";"2018-08-17 11:42:44";"2018-08-17 11:43:54";"WorkerF_#0";NA;"";"";""
4;"G";"2018-08-17 11:43:54";"2018-08-17 11:43:54";"2018-08-17 11:45:04";"WorkerG_#1";NA;"";"";""
4;"H";"2018-08-17 11:45:04";"2018-08-17 11:45:04";"2018-08-17 11:47:03";"WorkerH_#1";NA;"";"";""
5;"A";"2018-08-17 11:09:23";"2018-08-17 11:09:23";"2018-08-17 11:13:33";"WorkerA_#0";NA;"";"";""
5;"B";"2018-08-17 11:13:33";"2018-08-17 11:13:33";"2018-08-17 11:15:43";"WorkerB_#0";NA;"";"";""
5;"Batch Activity";"2018-08-17 11:15:42";"2018-08-17 11:26:54";"2018-08-17 11:40:45";"";2;"BatchSubProcess";"CONCURRENT_TASKBASED";""
5;"D";"2018-08-17 11:31:53";"2018-08-17 11:31:53";"2018-08-17 11:36:04";"WorkerD_#1";2;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:15:42"
5;"E";"2018-08-17 11:40:45";"2018-08-17 11:40:45";"2018-08-17 11:41:55";"WorkerE_#1";NA;"";"";""
5;"F";"2018-08-17 11:41:55";"2018-08-17 11:41:55";"2018-08-17 11:43:54";"WorkerF_#1";NA;"";"";""
5;"G";"2018-08-17 11:43:54";"2018-08-17 11:43:54";"2018-08-17 11:45:53";"WorkerG_#0";NA;"";"";""
5;"H";"2018-08-17 11:45:53";"2018-08-17 11:45:53";"2018-08-17 11:47:03";"WorkerH_#0";NA;"";"";""
6;"A";"2018-08-17 11:19:33";"2018-08-17 11:19:33";"2018-08-17 11:24:14";"WorkerA_#1";NA;"";"";""
6;"B";"2018-08-17 11:24:14";"2018-08-17 11:24:14";"2018-08-17 11:26:55";"WorkerB_#1";NA;"";"";""
6;"Batch Activity";"2018-08-17 11:26:54";"2018-08-17 11:26:54";"2018-08-17 11:40:45";"";2;"BatchSubProcess";"CONCURRENT_TASKBASED";""
6;"D";"2018-08-17 11:36:03";"2018-08-17 11:36:03";"2018-08-17 11:40:45";"WorkerD_#1";2;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:26:54"
6;"E";"2018-08-17 11:40:45";"2018-08-17 11:41:55";"2018-08-17 11:43:36";"WorkerE_#1";NA;"";"";""
6;"F";"2018-08-17 11:43:36";"2018-08-17 11:43:54";"2018-08-17 11:45:35";"WorkerF_#1";NA;"";"";""
6;"G";"2018-08-17 11:45:35";"2018-08-17 11:45:35";"2018-08-17 11:47:16";"WorkerG_#1";NA;"";"";""
6;"H";"2018-08-17 11:47:16";"2018-08-17 11:47:16";"2018-08-17 11:48:57";"WorkerH_#1";NA;"";"";""
7;"A";"2018-08-17 11:30:14";"2018-08-17 11:30:14";"2018-08-17 11:34:38";"WorkerA_#0";NA;"";"";""
7;"B";"2018-08-17 11:34:38";"2018-08-17 11:34:38";"2018-08-17 11:37:02";"WorkerB_#0";NA;"";"";""
7;"Batch Activity";"2018-08-17 11:37:01";"2018-08-17 12:01:08";"2018-08-17 12:13:32";"";3;"BatchSubProcess";"CONCURRENT_TASKBASED";""
7;"C";"2018-08-17 12:01:08";"2018-08-17 12:01:08";"2018-08-17 12:04:56";"WorkerC_#0";3;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:37:01"
7;"E";"2018-08-17 12:13:32";"2018-08-17 12:13:32";"2018-08-17 12:14:56";"WorkerE_#0";NA;"";"";""
7;"F";"2018-08-17 12:14:56";"2018-08-17 12:14:56";"2018-08-17 12:16:20";"WorkerF_#0";NA;"";"";""
7;"G";"2018-08-17 12:16:20";"2018-08-17 12:16:20";"2018-08-17 12:17:44";"WorkerG_#0";NA;"";"";""
7;"H";"2018-08-17 12:17:44";"2018-08-17 12:17:44";"2018-08-17 12:19:08";"WorkerH_#0";NA;"";"";""
8;"A";"2018-08-17 11:40:38";"2018-08-17 11:40:38";"2018-08-17 11:45:51";"WorkerA_#1";NA;"";"";""
8;"B";"2018-08-17 11:45:51";"2018-08-17 11:45:51";"2018-08-17 11:49:04";"WorkerB_#1";NA;"";"";""
8;"Batch Activity";"2018-08-17 11:49:03";"2018-08-17 12:01:08";"2018-08-17 12:13:32";"";3;"BatchSubProcess";"CONCURRENT_TASKBASED";""
8;"C";"2018-08-17 12:04:55";"2018-08-17 12:04:55";"2018-08-17 12:08:42";"WorkerC_#0";3;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 11:49:03"
8;"E";"2018-08-17 12:13:32";"2018-08-17 12:13:32";"2018-08-17 12:15:45";"WorkerE_#1";NA;"";"";""
8;"F";"2018-08-17 12:15:45";"2018-08-17 12:15:45";"2018-08-17 12:17:58";"WorkerF_#1";NA;"";"";""
8;"G";"2018-08-17 12:17:58";"2018-08-17 12:17:58";"2018-08-17 12:20:11";"WorkerG_#1";NA;"";"";""
8;"H";"2018-08-17 12:20:11";"2018-08-17 12:20:11";"2018-08-17 12:22:24";"WorkerH_#1";NA;"";"";""
9;"A";"2018-08-17 11:51:51";"2018-08-17 11:51:51";"2018-08-17 11:57:30";"WorkerA_#0";NA;"";"";""
9;"B";"2018-08-17 11:57:30";"2018-08-17 11:57:30";"2018-08-17 12:01:09";"WorkerB_#0";NA;"";"";""
9;"Batch Activity";"2018-08-17 12:01:08";"2018-08-17 12:01:08";"2018-08-17 12:13:32";"";3;"BatchSubProcess";"CONCURRENT_TASKBASED";""
9;"C";"2018-08-17 12:08:41";"2018-08-17 12:08:41";"2018-08-17 12:13:32";"WorkerC_#0";3;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:01:08"
9;"E";"2018-08-17 12:13:32";"2018-08-17 12:14:56";"2018-08-17 12:17:35";"WorkerE_#0";NA;"";"";""
9;"F";"2018-08-17 12:17:35";"2018-08-17 12:17:35";"2018-08-17 12:20:14";"WorkerF_#0";NA;"";"";""
9;"G";"2018-08-17 12:20:14";"2018-08-17 12:20:14";"2018-08-17 12:22:53";"WorkerG_#0";NA;"";"";""
9;"H";"2018-08-17 12:22:53";"2018-08-17 12:22:53";"2018-08-17 12:25:32";"WorkerH_#0";NA;"";"";""
10;"A";"2018-08-17 12:03:30";"2018-08-17 12:03:30";"2018-08-17 12:08:59";"WorkerA_#1";NA;"";"";""
10;"B";"2018-08-17 12:08:59";"2018-08-17 12:08:59";"2018-08-17 12:12:28";"WorkerB_#1";NA;"";"";""
10;"Batch Activity";"2018-08-17 12:12:27";"2018-08-17 12:34:14";"2018-08-17 12:49:31";"";4;"BatchSubProcess";"CONCURRENT_TASKBASED";""
10;"D";"2018-08-17 12:34:14";"2018-08-17 12:34:14";"2018-08-17 12:38:39";"WorkerD_#0";4;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:12:27"
10;"E";"2018-08-17 12:49:31";"2018-08-17 12:49:31";"2018-08-17 12:52:00";"WorkerE_#1";NA;"";"";""
10;"F";"2018-08-17 12:52:00";"2018-08-17 12:52:00";"2018-08-17 12:54:29";"WorkerF_#1";NA;"";"";""
10;"G";"2018-08-17 12:54:29";"2018-08-17 12:54:29";"2018-08-17 12:56:58";"WorkerG_#1";NA;"";"";""
10;"H";"2018-08-17 12:56:58";"2018-08-17 12:56:58";"2018-08-17 12:59:27";"WorkerH_#1";NA;"";"";""
11;"A";"2018-08-17 12:14:59";"2018-08-17 12:14:59";"2018-08-17 12:20:37";"WorkerA_#0";NA;"";"";""
11;"B";"2018-08-17 12:20:37";"2018-08-17 12:20:37";"2018-08-17 12:24:15";"WorkerB_#0";NA;"";"";""
11;"Batch Activity";"2018-08-17 12:24:14";"2018-08-17 12:34:14";"2018-08-17 12:49:31";"";4;"BatchSubProcess";"CONCURRENT_TASKBASED";""
11;"D";"2018-08-17 12:38:38";"2018-08-17 12:38:38";"2018-08-17 12:43:52";"WorkerD_#0";4;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:24:14"
11;"E";"2018-08-17 12:49:31";"2018-08-17 12:49:31";"2018-08-17 12:52:09";"WorkerE_#0";NA;"";"";""
11;"F";"2018-08-17 12:52:09";"2018-08-17 12:52:09";"2018-08-17 12:54:47";"WorkerF_#0";NA;"";"";""
11;"G";"2018-08-17 12:54:47";"2018-08-17 12:54:47";"2018-08-17 12:57:25";"WorkerG_#0";NA;"";"";""
11;"H";"2018-08-17 12:57:25";"2018-08-17 12:57:25";"2018-08-17 13:00:03";"WorkerH_#0";NA;"";"";""
12;"A";"2018-08-17 12:26:37";"2018-08-17 12:26:37";"2018-08-17 12:31:26";"WorkerA_#1";NA;"";"";""
12;"B";"2018-08-17 12:31:26";"2018-08-17 12:31:26";"2018-08-17 12:34:15";"WorkerB_#1";NA;"";"";""
12;"Batch Activity";"2018-08-17 12:34:14";"2018-08-17 12:34:14";"2018-08-17 12:49:31";"";4;"BatchSubProcess";"CONCURRENT_TASKBASED";""
12;"D";"2018-08-17 12:43:51";"2018-08-17 12:43:51";"2018-08-17 12:49:31";"WorkerD_#0";4;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:34:14"
12;"E";"2018-08-17 12:49:31";"2018-08-17 12:52:00";"2018-08-17 12:53:49";"WorkerE_#1";NA;"";"";""
12;"F";"2018-08-17 12:53:49";"2018-08-17 12:54:29";"2018-08-17 12:56:18";"WorkerF_#1";NA;"";"";""
12;"G";"2018-08-17 12:56:18";"2018-08-17 12:56:58";"2018-08-17 12:58:47";"WorkerG_#1";NA;"";"";""
12;"H";"2018-08-17 12:58:47";"2018-08-17 12:59:27";"2018-08-17 13:01:16";"WorkerH_#1";NA;"";"";""
13;"A";"2018-08-17 12:37:26";"2018-08-17 12:37:26";"2018-08-17 12:43:11";"WorkerA_#0";NA;"";"";""
13;"B";"2018-08-17 12:43:11";"2018-08-17 12:43:11";"2018-08-17 12:46:56";"WorkerB_#0";NA;"";"";""
13;"Batch Activity";"2018-08-17 12:46:55";"2018-08-17 13:09:47";"2018-08-17 13:25:44";"";5;"BatchSubProcess";"CONCURRENT_TASKBASED";""
13;"D";"2018-08-17 13:09:47";"2018-08-17 13:09:47";"2018-08-17 13:15:17";"WorkerD_#1";5;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:46:55"
13;"E";"2018-08-17 13:25:44";"2018-08-17 13:25:44";"2018-08-17 13:28:29";"WorkerE_#0";NA;"";"";""
13;"F";"2018-08-17 13:28:29";"2018-08-17 13:28:29";"2018-08-17 13:30:46";"WorkerF_#1";NA;"";"";""
13;"G";"2018-08-17 13:30:46";"2018-08-17 13:30:46";"2018-08-17 13:33:03";"WorkerG_#1";NA;"";"";""
13;"H";"2018-08-17 13:33:03";"2018-08-17 13:33:03";"2018-08-17 13:35:48";"WorkerH_#0";NA;"";"";""
14;"A";"2018-08-17 12:49:11";"2018-08-17 12:49:11";"2018-08-17 12:54:28";"WorkerA_#1";NA;"";"";""
14;"B";"2018-08-17 12:54:28";"2018-08-17 12:54:28";"2018-08-17 12:57:45";"WorkerB_#1";NA;"";"";""
14;"Batch Activity";"2018-08-17 12:57:44";"2018-08-17 13:09:47";"2018-08-17 13:25:44";"";5;"BatchSubProcess";"CONCURRENT_TASKBASED";""
14;"D";"2018-08-17 13:15:16";"2018-08-17 13:15:16";"2018-08-17 13:20:55";"WorkerD_#1";5;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 12:57:44"
14;"E";"2018-08-17 13:25:44";"2018-08-17 13:25:44";"2018-08-17 13:28:01";"WorkerE_#1";NA;"";"";""
14;"F";"2018-08-17 13:28:01";"2018-08-17 13:28:01";"2018-08-17 13:30:46";"WorkerF_#0";NA;"";"";""
14;"G";"2018-08-17 13:30:46";"2018-08-17 13:30:46";"2018-08-17 13:33:31";"WorkerG_#0";NA;"";"";""
14;"H";"2018-08-17 13:33:31";"2018-08-17 13:33:31";"2018-08-17 13:35:48";"WorkerH_#1";NA;"";"";""
15;"A";"2018-08-17 13:00:28";"2018-08-17 13:00:28";"2018-08-17 13:06:08";"WorkerA_#0";NA;"";"";""
15;"B";"2018-08-17 13:06:08";"2018-08-17 13:06:08";"2018-08-17 13:09:48";"WorkerB_#0";NA;"";"";""
15;"Batch Activity";"2018-08-17 13:09:47";"2018-08-17 13:09:47";"2018-08-17 13:25:44";"";5;"BatchSubProcess";"CONCURRENT_TASKBASED";""
15;"D";"2018-08-17 13:20:54";"2018-08-17 13:20:54";"2018-08-17 13:25:44";"WorkerD_#1";5;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:09:47"
15;"E";"2018-08-17 13:25:44";"2018-08-17 13:28:01";"2018-08-17 13:30:41";"WorkerE_#1";NA;"";"";""
15;"F";"2018-08-17 13:30:41";"2018-08-17 13:30:46";"2018-08-17 13:33:26";"WorkerF_#0";NA;"";"";""
15;"G";"2018-08-17 13:33:26";"2018-08-17 13:33:26";"2018-08-17 13:36:06";"WorkerG_#1";NA;"";"";""
15;"H";"2018-08-17 13:36:06";"2018-08-17 13:36:06";"2018-08-17 13:38:46";"WorkerH_#0";NA;"";"";""
16;"A";"2018-08-17 13:12:08";"2018-08-17 13:12:08";"2018-08-17 13:16:08";"WorkerA_#1";NA;"";"";""
16;"B";"2018-08-17 13:16:08";"2018-08-17 13:16:08";"2018-08-17 13:18:08";"WorkerB_#1";NA;"";"";""
16;"Batch Activity";"2018-08-17 13:18:07";"2018-08-17 13:40:24";"2018-08-17 13:57:07";"";6;"BatchSubProcess";"CONCURRENT_TASKBASED";""
16;"D";"2018-08-17 13:40:24";"2018-08-17 13:40:24";"2018-08-17 13:46:10";"WorkerD_#0";6;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:18:07"
16;"E";"2018-08-17 13:57:07";"2018-08-17 13:57:07";"2018-08-17 13:58:07";"WorkerE_#0";NA;"";"";""
16;"F";"2018-08-17 13:58:07";"2018-08-17 13:58:07";"2018-08-17 13:59:07";"WorkerF_#1";NA;"";"";""
16;"G";"2018-08-17 13:59:07";"2018-08-17 13:59:07";"2018-08-17 14:00:07";"WorkerG_#0";NA;"";"";""
16;"H";"2018-08-17 14:00:07";"2018-08-17 14:00:07";"2018-08-17 14:01:07";"WorkerH_#1";NA;"";"";""
17;"A";"2018-08-17 13:22:08";"2018-08-17 13:22:08";"2018-08-17 13:27:05";"WorkerA_#0";NA;"";"";""
17;"B";"2018-08-17 13:27:05";"2018-08-17 13:27:05";"2018-08-17 13:30:02";"WorkerB_#0";NA;"";"";""
17;"Batch Activity";"2018-08-17 13:30:01";"2018-08-17 13:40:24";"2018-08-17 13:57:07";"";6;"BatchSubProcess";"CONCURRENT_TASKBASED";""
17;"D";"2018-08-17 13:46:09";"2018-08-17 13:46:09";"2018-08-17 13:51:27";"WorkerD_#0";6;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:30:01"
17;"E";"2018-08-17 13:57:07";"2018-08-17 13:57:07";"2018-08-17 13:59:04";"WorkerE_#1";NA;"";"";""
17;"F";"2018-08-17 13:59:04";"2018-08-17 13:59:04";"2018-08-17 14:01:01";"WorkerF_#0";NA;"";"";""
17;"G";"2018-08-17 14:01:01";"2018-08-17 14:01:01";"2018-08-17 14:02:58";"WorkerG_#1";NA;"";"";""
17;"H";"2018-08-17 14:02:58";"2018-08-17 14:02:58";"2018-08-17 14:04:55";"WorkerH_#0";NA;"";"";""
18;"A";"2018-08-17 13:33:05";"2018-08-17 13:33:05";"2018-08-17 13:37:45";"WorkerA_#1";NA;"";"";""
18;"B";"2018-08-17 13:37:45";"2018-08-17 13:37:45";"2018-08-17 13:40:25";"WorkerB_#1";NA;"";"";""
18;"Batch Activity";"2018-08-17 13:40:24";"2018-08-17 13:40:24";"2018-08-17 13:57:07";"";6;"BatchSubProcess";"CONCURRENT_TASKBASED";""
18;"D";"2018-08-17 13:51:26";"2018-08-17 13:51:26";"2018-08-17 13:57:07";"WorkerD_#0";6;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:40:24"
18;"E";"2018-08-17 13:57:07";"2018-08-17 13:58:07";"2018-08-17 13:59:47";"WorkerE_#0";NA;"";"";""
18;"F";"2018-08-17 13:59:47";"2018-08-17 13:59:47";"2018-08-17 14:01:27";"WorkerF_#1";NA;"";"";""
18;"G";"2018-08-17 14:01:27";"2018-08-17 14:01:27";"2018-08-17 14:03:07";"WorkerG_#0";NA;"";"";""
18;"H";"2018-08-17 14:03:07";"2018-08-17 14:03:07";"2018-08-17 14:04:47";"WorkerH_#1";NA;"";"";""
19;"A";"2018-08-17 13:43:45";"2018-08-17 13:43:45";"2018-08-17 13:49:25";"WorkerA_#0";NA;"";"";""
19;"B";"2018-08-17 13:49:25";"2018-08-17 13:49:25";"2018-08-17 13:53:05";"WorkerB_#0";NA;"";"";""
19;"Batch Activity";"2018-08-17 13:53:04";"2018-08-17 14:14:27";"2018-08-17 14:28:05";"";7;"BatchSubProcess";"CONCURRENT_TASKBASED";""
19;"D";"2018-08-17 14:14:27";"2018-08-17 14:14:27";"2018-08-17 14:18:28";"WorkerD_#1";7;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 13:53:04"
19;"E";"2018-08-17 14:28:05";"2018-08-17 14:28:05";"2018-08-17 14:30:45";"WorkerE_#1";NA;"";"";""
19;"F";"2018-08-17 14:30:45";"2018-08-17 14:30:45";"2018-08-17 14:33:25";"WorkerF_#0";NA;"";"";""
19;"G";"2018-08-17 14:33:25";"2018-08-17 14:33:25";"2018-08-17 14:36:05";"WorkerG_#1";NA;"";"";""
19;"H";"2018-08-17 14:36:05";"2018-08-17 14:36:05";"2018-08-17 14:38:45";"WorkerH_#1";NA;"";"";""
20;"A";"2018-08-17 13:55:25";"2018-08-17 13:55:25";"2018-08-17 14:01:14";"WorkerA_#1";NA;"";"";""
20;"B";"2018-08-17 14:01:14";"2018-08-17 14:01:14";"2018-08-17 14:05:03";"WorkerB_#1";NA;"";"";""
20;"Batch Activity";"2018-08-17 14:05:02";"2018-08-17 14:14:27";"2018-08-17 14:28:05";"";7;"BatchSubProcess";"CONCURRENT_TASKBASED";""
20;"D";"2018-08-17 14:18:27";"2018-08-17 14:18:27";"2018-08-17 14:23:25";"WorkerD_#1";7;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 14:05:02"
20;"E";"2018-08-17 14:28:05";"2018-08-17 14:28:05";"2018-08-17 14:30:54";"WorkerE_#0";NA;"";"";""
20;"F";"2018-08-17 14:30:54";"2018-08-17 14:30:54";"2018-08-17 14:33:43";"WorkerF_#1";NA;"";"";""
20;"G";"2018-08-17 14:33:43";"2018-08-17 14:33:43";"2018-08-17 14:36:32";"WorkerG_#0";NA;"";"";""
20;"H";"2018-08-17 14:36:32";"2018-08-17 14:36:32";"2018-08-17 14:39:21";"WorkerH_#0";NA;"";"";""
21;"A";"2018-08-17 14:07:14";"2018-08-17 14:07:14";"2018-08-17 14:11:51";"WorkerA_#0";NA;"";"";""
21;"B";"2018-08-17 14:11:51";"2018-08-17 14:11:51";"2018-08-17 14:14:28";"WorkerB_#0";NA;"";"";""
21;"Batch Activity";"2018-08-17 14:14:27";"2018-08-17 14:14:27";"2018-08-17 14:28:05";"";7;"BatchSubProcess";"CONCURRENT_TASKBASED";""
21;"D";"2018-08-17 14:23:24";"2018-08-17 14:23:24";"2018-08-17 14:28:05";"WorkerD_#1";7;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 14:14:27"
21;"E";"2018-08-17 14:28:05";"2018-08-17 14:30:45";"2018-08-17 14:32:22";"WorkerE_#1";NA;"";"";""
21;"F";"2018-08-17 14:32:22";"2018-08-17 14:33:25";"2018-08-17 14:35:02";"WorkerF_#0";NA;"";"";""
21;"G";"2018-08-17 14:35:02";"2018-08-17 14:36:05";"2018-08-17 14:37:42";"WorkerG_#1";NA;"";"";""
21;"H";"2018-08-17 14:37:42";"2018-08-17 14:38:45";"2018-08-17 14:40:22";"WorkerH_#1";NA;"";"";""
22;"A";"2018-08-17 14:17:51";"2018-08-17 14:17:51";"2018-08-17 14:23:20";"WorkerA_#1";NA;"";"";""
22;"B";"2018-08-17 14:23:20";"2018-08-17 14:23:20";"2018-08-17 14:26:49";"WorkerB_#1";NA;"";"";""
22;"Batch Activity";"2018-08-17 14:26:48";"2018-08-17 14:48:16";"2018-08-17 14:59:07";"";8;"BatchSubProcess";"CONCURRENT_TASKBASED";""
22;"C";"2018-08-17 14:48:16";"2018-08-17 14:48:16";"2018-08-17 14:52:16";"WorkerC_#1";8;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 14:26:48"
22;"E";"2018-08-17 14:59:07";"2018-08-17 14:59:07";"2018-08-17 15:01:36";"WorkerE_#0";NA;"";"";""
22;"F";"2018-08-17 15:01:36";"2018-08-17 15:01:36";"2018-08-17 15:04:05";"WorkerF_#1";NA;"";"";""
22;"G";"2018-08-17 15:04:05";"2018-08-17 15:04:05";"2018-08-17 15:06:34";"WorkerG_#0";NA;"";"";""
22;"H";"2018-08-17 15:06:34";"2018-08-17 15:06:34";"2018-08-17 15:09:03";"WorkerH_#0";NA;"";"";""
23;"A";"2018-08-17 14:29:20";"2018-08-17 14:29:20";"2018-08-17 14:35:19";"WorkerA_#0";NA;"";"";""
23;"B";"2018-08-17 14:35:19";"2018-08-17 14:35:19";"2018-08-17 14:39:18";"WorkerB_#0";NA;"";"";""
23;"Batch Activity";"2018-08-17 14:39:17";"2018-08-17 14:48:16";"2018-08-17 14:59:07";"";8;"BatchSubProcess";"CONCURRENT_TASKBASED";""
23;"C";"2018-08-17 14:52:15";"2018-08-17 14:52:15";"2018-08-17 14:55:26";"WorkerC_#1";8;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 14:39:17"
23;"E";"2018-08-17 14:59:07";"2018-08-17 14:59:07";"2018-08-17 15:02:06";"WorkerE_#1";NA;"";"";""
23;"F";"2018-08-17 15:02:06";"2018-08-17 15:02:06";"2018-08-17 15:05:05";"WorkerF_#0";NA;"";"";""
23;"G";"2018-08-17 15:05:05";"2018-08-17 15:05:05";"2018-08-17 15:08:04";"WorkerG_#1";NA;"";"";""
23;"H";"2018-08-17 15:08:04";"2018-08-17 15:09:03";"2018-08-17 15:10:32";"WorkerH_#0";NA;"";"";""
24;"A";"2018-08-17 14:41:19";"2018-08-17 14:41:19";"2018-08-17 14:45:48";"WorkerA_#1";NA;"";"";""
24;"B";"2018-08-17 14:45:48";"2018-08-17 14:45:48";"2018-08-17 14:48:17";"WorkerB_#1";NA;"";"";""
24;"Batch Activity";"2018-08-17 14:48:16";"2018-08-17 14:48:16";"2018-08-17 14:59:07";"";8;"BatchSubProcess";"CONCURRENT_TASKBASED";""
24;"C";"2018-08-17 14:55:25";"2018-08-17 14:55:25";"2018-08-17 14:59:07";"WorkerC_#1";8;"BatchSubProcess";"CONCURRENT_TASKBASED";"2018-08-17 14:48:16"
24;"E";"2018-08-17 14:59:07";"2018-08-17 15:01:36";"2018-08-17 15:03:05";"WorkerE_#0";NA;"";"";""
24;"F";"2018-08-17 15:03:05";"2018-08-17 15:04:05";"2018-08-17 15:05:34";"WorkerF_#1";NA;"";"";""
